Source Name	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Comment[EGA_SAMPLE]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[organism part]	Characteristics[disease]	Characteristics[sex]	Characteristics[metastasis site]	Comment[COSMIC_ID]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Comment[EGA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Comment[EGA_RUN]	Comment[SUBMITTED_FILE_NAME]	Comment[ANALYSIS_FILE_NAME]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
HuO-3N1	HuO_3N1-sc-2152842	ERS570570	EGAN00001236663	Homo sapiens	NCBI Taxonomy	9606	HuO-3N1	bone	osteosarcoma	female	  	909977	P-MTAB-68143	12202131_ERX704913	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX704913	sequencing assay	ERX704913	EGAX00001270879	ERR760283	ERR760283	EGAR00001297022	14688_4.cram	HUMAN_37_RNA_seq_HuO-3N1_14688_4.ua.bam	HuO-3N1	bone	osteosarcoma
HuO9	HuO9-sc-2152843	ERS570571	EGAN00001236664	Homo sapiens	NCBI Taxonomy	9606	HuO9	bone	osteosarcoma	female	  	907072	P-MTAB-68143	12202132_ERX704914	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX704914	sequencing assay	ERX704914	EGAX00001270880	ERR760284	ERR760284	EGAR00001297023	14688_5.cram	HUMAN_37_RNA_seq_HuO9_14688_5.ua.bam	HuO9	bone	osteosarcoma
IHH-4	IHH_4-sc-2188540	ERS622681	EGAN00001252856	Homo sapiens	NCBI Taxonomy	9606	IHH-4	thyroid gland	thyroid carcinoma	male	lymph node	1240154	P-MTAB-68143	12974917_ERX979541	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979541	sequencing assay	ERX979541	EGAX00001300763	ERR900152	ERR900152	EGAR00001329477	15550_6.cram	HUMAN_37_RNA_seq_IHH-4_15550_6.ua.bam	IHH-4	thyroid gland	thyroid carcinoma
IM-9	IM_9-sc-2188541	ERS622682	EGAN00001252857	Homo sapiens	NCBI Taxonomy	9606	IM-9	hematopoietic system	multiple myeloma	female	  	753563	P-MTAB-68143	12974918_ERX979542	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979542	sequencing assay	ERX979542	EGAX00001300764	ERR900153	ERR900153	EGAR00001329478	15550_7.cram	HUMAN_37_RNA_seq_IM-9_15550_7.ua.bam	IM-9	hematopoietic system	multiple myeloma
IMR-5	  	  	EGAN00001266130	Homo sapiens	NCBI Taxonomy	9606	IMR-5	brain	neuroblastoma	not available	  	907170	P-MTAB-68143	Extract_IMR-5	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_IMR-5	sequencing assay	  	  	ERR964261	ERR964261	EGAR00001340409	15938_1.cram	HUMAN_37_RNA_seq_IMR-5_15938_1.ua.bam	IMR-5	brain	neuroblastoma
IST-MEL1	IST_MEL1-sc-2188522	ERS622663	EGAN00001252838	Homo sapiens	NCBI Taxonomy	9606	IST-MEL1	skin	melanoma	not available	  	907172	P-MTAB-68143	12974899_ERX979531	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979531	sequencing assay	ERX979531	EGAX00001300753	ERR900142	ERR900142	EGAR00001329467	15545_4.cram	HUMAN_37_RNA_seq_IST-MEL1_15545_4.ua.bam	IST-MEL1	skin	melanoma
IST-MES1	IST_MES1-sc-1971665	ERS462776	EGAN00001202174	Homo sapiens	NCBI Taxonomy	9606	IST-MES1	lung	mesothelioma	female	  	907173	P-MTAB-68143	10432800_ERX627746	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX627746	sequencing assay	ERX627746	EGAX00001237099	ERR672768	ERR672768	EGAR00001252193	13305_3.cram	HUMAN_37_RNA_seq_IST-MES1_13305_3.ua.bam	IST-MES1	lung	mesothelioma
IST-SL1	IST_SL1-sc-2152844	ERS570572	EGAN00001236665	Homo sapiens	NCBI Taxonomy	9606	IST-SL1	lung	small cell lung carcinoma	male	  	753564	P-MTAB-68143	12202133_ERX704915	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX704915	sequencing assay	ERX704915	EGAX00001270881	ERR760285	ERR760285	EGAR00001297024	14688_6.cram	HUMAN_37_RNA_seq_IST-SL1_14688_6.ua.bam	IST-SL1	lung	small cell lung carcinoma
IST-SL2	IST_SL2-sc-2152845	ERS570573	EGAN00001236666	Homo sapiens	NCBI Taxonomy	9606	IST-SL2	lung	small cell lung carcinoma	male	  	753565	P-MTAB-68143	12202134_ERX704916	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX704916	sequencing assay	ERX704916	EGAX00001270882	ERR760286	ERR760286	EGAR00001297025	14688_7.cram	HUMAN_37_RNA_seq_IST-SL2_14688_7.ua.bam	IST-SL2	lung	small cell lung carcinoma
JAR	  	  	EGAN00001266131	Homo sapiens	NCBI Taxonomy	9606	JAR	placenta	choriocarcinoma	male	  	907175	P-MTAB-68143	Extract_JAR	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JAR	sequencing assay	  	  	ERR964262	ERR964262	EGAR00001340410	15938_2.cram	HUMAN_37_RNA_seq_JAR_15938_2.ua.bam	JAR	placenta	choriocarcinoma
JEG-3	  	  	EGAN00001266132	Homo sapiens	NCBI Taxonomy	9606	JEG-3	placenta	choriocarcinoma	not available	  	907176	P-MTAB-68143	Extract_JEG-3	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JEG-3	sequencing assay	  	  	ERR964263	ERR964263	EGAR00001340411	15938_3.cram	HUMAN_37_RNA_seq_JEG-3_15938_3.ua.bam	JEG-3	placenta	choriocarcinoma
JHOS-3	  	  	EGAN00001266133	Homo sapiens	NCBI Taxonomy	9606	JHOS-3	ovary	ovarian adenocarcinoma	female	  	1480358	P-MTAB-68143	Extract_JHOS-3	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JHOS-3	sequencing assay	  	  	ERR964264	ERR964264	EGAR00001340412	15938_4.cram	HUMAN_37_RNA_seq_JHOS-3_15938_4.ua.bam	JHOS-3	ovary	ovarian adenocarcinoma
JHU-011	  	  	EGAN00001266134	Homo sapiens	NCBI Taxonomy	9606	JHU-011	mucosa	head and neck squamous cell carcinoma	not available	  	1240161	P-MTAB-68143	Extract_JHU-011	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JHU-011	sequencing assay	  	  	ERR964265	ERR964265	EGAR00001340413	15938_5.cram	HUMAN_37_RNA_seq_JHU-011_15938_5.ua.bam	JHU-011	mucosa	head and neck squamous cell carcinoma
JHU-022	  	  	EGAN00001266135	Homo sapiens	NCBI Taxonomy	9606	JHU-022	mucosa	head and neck squamous cell carcinoma	not available	  	1240162	P-MTAB-68143	Extract_JHU-022	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JHU-022	sequencing assay	  	  	ERR964266	ERR964266	EGAR00001340414	15938_6.cram	HUMAN_37_RNA_seq_JHU-022_15938_6.ua.bam	JHU-022	mucosa	head and neck squamous cell carcinoma
JHU-029	  	  	EGAN00001266136	Homo sapiens	NCBI Taxonomy	9606	JHU-029	mucosa	head and neck squamous cell carcinoma	not available	  	1298156	P-MTAB-68143	Extract_JHU-029	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JHU-029	sequencing assay	  	  	ERR964267	ERR964267	EGAR00001340415	15938_7.cram	HUMAN_37_RNA_seq_JHU-029_15938_7.ua.bam	JHU-029	mucosa	head and neck squamous cell carcinoma
JiyoyeP-2003	  	  	EGAN00001266137	Homo sapiens	NCBI Taxonomy	9606	JiyoyeP-2003	hematopoietic system	Burkitts lymphoma	male	  	907268	P-MTAB-68143	Extract_JiyoyeP-2003	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JiyoyeP-2003	sequencing assay	  	  	ERR964268	ERR964268	EGAR00001340416	15938_8.cram	HUMAN_37_RNA_seq_JiyoyeP-2003_15938_8.ua.bam	JiyoyeP-2003	hematopoietic system	Burkitts lymphoma
JSC-1	  	  	EGAN00001266138	Homo sapiens	NCBI Taxonomy	9606	JSC-1	hematopoietic system	diffuse large B cell lymphoma	not available	  	1327769	P-MTAB-68143	Extract_JSC-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_JSC-1	sequencing assay	  	  	ERR966511	ERR966511	EGAR00001340645	15960_1.cram	HUMAN_37_RNA_seq_JSC-1_15960_1.ua.bam	JSC-1	hematopoietic system	diffuse large B cell lymphoma
K2	K2-sc-2188523	ERS622664	EGAN00001252839	Homo sapiens	NCBI Taxonomy	9606	K2	skin	melanoma	not available	  	1298160	P-MTAB-68143	12974900_ERX979532	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979532	sequencing assay	ERX979532	EGAX00001300754	ERR900143	ERR900143	EGAR00001329468	15545_5.cram	HUMAN_37_RNA_seq_K2_15545_5.ua.bam	K2	skin	melanoma
K5	K5-sc-2188542	ERS622683	EGAN00001252858	Homo sapiens	NCBI Taxonomy	9606	K5	thyroid gland	thyroid carcinoma	not available	  	924238	P-MTAB-68143	12974919_ERX979543	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979543	sequencing assay	ERX979543	EGAX00001300765	ERR900154	ERR900154	EGAR00001329479	15550_8.cram	HUMAN_37_RNA_seq_K5_15550_8.ua.bam	K5	thyroid gland	thyroid carcinoma
KARPAS-1106P	  	  	EGAN00001266139	Homo sapiens	NCBI Taxonomy	9606	KARPAS-1106P	hematopoietic system	diffuse large B cell lymphoma	female	  	1327773	P-MTAB-68143	Extract_KARPAS-1106P	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KARPAS-1106P	sequencing assay	  	  	ERR966512	ERR966512	EGAR00001340646	15960_2.cram	HUMAN_37_RNA_seq_KARPAS-1106P_15960_2.ua.bam	KARPAS-1106P	hematopoietic system	diffuse large B cell lymphoma
KARPAS-231	  	  	EGAN00001266140	Homo sapiens	NCBI Taxonomy	9606	KARPAS-231	hematopoietic system	B-cell acute lymphoblastic leukemia	female	  	1327774	P-MTAB-68143	Extract_KARPAS-231	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KARPAS-231	sequencing assay	  	  	ERR966513	ERR966513	EGAR00001340647	15960_3.cram	HUMAN_37_RNA_seq_KARPAS-231_15960_3.ua.bam	KARPAS-231	hematopoietic system	B-cell acute lymphoblastic leukemia
KARPAS-45	  	  	EGAN00001266141	Homo sapiens	NCBI Taxonomy	9606	KARPAS-45	hematopoietic system	acute lymphoblastic leukemia	male	  	907272	P-MTAB-68143	Extract_KARPAS-45	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KARPAS-45	sequencing assay	  	  	ERR966514	ERR966514	EGAR00001340648	15960_4.cram	HUMAN_37_RNA_seq_KARPAS-45_15960_4.ua.bam	KARPAS-45	hematopoietic system	acute lymphoblastic leukemia
KARPAS-620	  	  	EGAN00001280535	Homo sapiens	NCBI Taxonomy	9606	KARPAS-620	hematopoietic system	plasma cell leukemia	not available	  	1327775	P-MTAB-68143	Extract_KARPAS-620	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KARPAS-620	sequencing assay	  	  	ERR1056392	ERR1056392	EGAR00001363351	16756_6#53.cram	HUMAN_37_RNA_seq_KARPAS-620_16756_6_plx53.ua.bam	KARPAS-620	hematopoietic system	plasma cell leukemia
KGN	  	  	EGAN00001266142	Homo sapiens	NCBI Taxonomy	9606	KGN	ovary	ovarian granulosa tumour	female	  	924186	P-MTAB-68143	Extract_KGN	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KGN	sequencing assay	  	  	ERR966515	ERR966515	EGAR00001340649	15960_5.cram	HUMAN_37_RNA_seq_KGN_15960_5.ua.bam	KGN	ovary	ovarian granulosa tumour
KINGS-1	  	  	EGAN00001266143	Homo sapiens	NCBI Taxonomy	9606	KINGS-1	brain	anaplastic astrocytoma	male	  	907279	P-MTAB-68143	Extract_KINGS-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KINGS-1	sequencing assay	  	  	ERR966516	ERR966516	EGAR00001340650	15960_6.cram	HUMAN_37_RNA_seq_KINGS-1_15960_6.ua.bam	KINGS-1	brain	anaplastic astrocytoma
KMH-2	KMH_2-sc-2188543	ERS622684	EGAN00001252859	Homo sapiens	NCBI Taxonomy	9606	KMH-2	thyroid gland	thyroid carcinoma	not available	  	1298167	P-MTAB-68143	12974920_ERX979544	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979544	sequencing assay	ERX979544	EGAX00001300766	ERR900155	ERR900155	EGAR00001329480	15551_1.cram	HUMAN_37_RNA_seq_KMH-2_15551_1.ua.bam	KMH-2	thyroid gland	thyroid carcinoma
KMOE-2	  	  	EGAN00001266144	Homo sapiens	NCBI Taxonomy	9606	KMOE-2	hematopoietic system	acute myelomonocytic leukemia	female	  	907280	P-MTAB-68143	Extract_KMOE-2	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KMOE-2	sequencing assay	  	  	ERR966517	ERR966517	EGAR00001340651	15960_7.cram	HUMAN_37_RNA_seq_KMOE-2_15960_7.ua.bam	KMOE-2	hematopoietic system	acute myelomonocytic leukemia
KNS-62	  	  	EGAN00001280536	Homo sapiens	NCBI Taxonomy	9606	KNS-62	lung	squamous cell lung carcinoma	male	  	753569	P-MTAB-68143	Extract_KNS-62	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KNS-62	sequencing assay	  	  	ERR1056393	ERR1056393	EGAR00001363352	16756_7#54.cram	HUMAN_37_RNA_seq_KNS-62_16756_7_plx54.ua.bam	KNS-62	lung	squamous cell lung carcinoma
KNS-81-FD	  	  	EGAN00001266145	Homo sapiens	NCBI Taxonomy	9606	KNS-81-FD	brain	glioma	male	  	924188	P-MTAB-68143	Extract_KNS-81-FD	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KNS-81-FD	sequencing assay	  	  	ERR966518	ERR966518	EGAR00001340652	15960_8.cram	HUMAN_37_RNA_seq_KNS-81-FD_15960_8.ua.bam	KNS-81-FD	brain	glioma
KO52	  	  	EGAN00001266146	Homo sapiens	NCBI Taxonomy	9606	KO52	hematopoietic system	acute myelomonocytic leukemia	male	  	1330932	P-MTAB-68143	Extract_KO52	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KO52	sequencing assay	  	  	ERR964269	ERR964269	EGAR00001340417	15975_1.cram	HUMAN_37_RNA_seq_KO52_15975_1.ua.bam	KO52	hematopoietic system	acute myelomonocytic leukemia
KON	  	  	EGAN00001266147	Homo sapiens	NCBI Taxonomy	9606	KON	mucosa	head and neck squamous cell carcinoma	male	  	1298215	P-MTAB-68143	Extract_KON	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KON	sequencing assay	  	  	ERR964270	ERR964270	EGAR00001340418	15975_2.cram	HUMAN_37_RNA_seq_KON_15975_2.ua.bam	KON	mucosa	head and neck squamous cell carcinoma
KOSC-2	  	  	EGAN00001266148	Homo sapiens	NCBI Taxonomy	9606	KOSC-2	mucosa	head and neck squamous cell carcinoma	male	  	753570	P-MTAB-68143	Extract_KOSC-2	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KOSC-2	sequencing assay	  	  	ERR964271	ERR964271	EGAR00001340419	15975_3.cram	HUMAN_37_RNA_seq_KOSC-2_15975_3.ua.bam	KOSC-2	mucosa	head and neck squamous cell carcinoma
KP-1N	  	  	EGAN00001266149	Homo sapiens	NCBI Taxonomy	9606	KP-1N	pancreas	pancreatic carcinoma	male	  	1298216	P-MTAB-68143	Extract_KP-1N	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KP-1N	sequencing assay	  	  	ERR964272	ERR964272	EGAR00001340420	15975_4.cram	HUMAN_37_RNA_seq_KP-1N_15975_4.ua.bam	KP-1N	pancreas	pancreatic carcinoma
KP-N-YS	  	  	EGAN00001266150	Homo sapiens	NCBI Taxonomy	9606	KP-N-YS	brain	neuroblastoma	not available	  	946363	P-MTAB-68143	Extract_KP-N-YS	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KP-N-YS	sequencing assay	  	  	ERR964273	ERR964273	EGAR00001340421	15975_5.cram	HUMAN_37_RNA_seq_KP-N-YS_15975_5.ua.bam	KP-N-YS	brain	neuroblastoma
KPD	KPD-sc-2152829	ERS570555	EGAN00001236650	Homo sapiens	NCBI Taxonomy	9606	KPD	bone	osteosarcoma	not available	  	not available	P-MTAB-68143	12341574_ERX716529	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX716529	sequencing assay	ERX716529	EGAX00001274806	ERR773650	ERR773650	EGAR00001302644	14771_7.cram	HUMAN_37_RNA_seq_KPD_14771_7.ua.bam	KPD	bone	osteosarcoma
KU812	KU812-sc-2013150	ERS499887	EGAN00001209147	Homo sapiens	NCBI Taxonomy	9606	KU812	hematopoietic system	chronic myelogenous leukemia	male	  	907311	P-MTAB-68143	11005742_ERX638806	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX638806	sequencing assay	ERX638806	EGAX00001242583	ERR693826	ERR693826	EGAR00001267801	13617_7.cram	HUMAN_37_RNA_seq_KU812_13617_7.ua.bam	KU812	hematopoietic system	chronic myelogenous leukemia
KY821	  	  	EGAN00001266151	Homo sapiens	NCBI Taxonomy	9606	KY821	hematopoietic system	acute myelomonocytic leukemia	male	  	907300	P-MTAB-68143	Extract_KY821	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KY821	sequencing assay	  	  	ERR964274	ERR964274	EGAR00001340422	15975_6.cram	HUMAN_37_RNA_seq_KY821_15975_6.ua.bam	KY821	hematopoietic system	acute myelomonocytic leukemia
KYAE-1	  	  	EGAN00001266152	Homo sapiens	NCBI Taxonomy	9606	KYAE-1	esophagus	esophageal adenocarcinoma	male	pleura	1503368	P-MTAB-68143	Extract_KYAE-1	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KYAE-1	sequencing assay	  	  	ERR964275	ERR964275	EGAR00001340423	15975_7.cram	HUMAN_37_RNA_seq_KYAE-1_15975_7.ua.bam	KYAE-1	esophagus	esophageal adenocarcinoma
KYSE-220	  	  	EGAN00001266153	Homo sapiens	NCBI Taxonomy	9606	KYSE-220	esophagus	squamous cell carcinoma	male	  	1240167	P-MTAB-68143	Extract_KYSE-220	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KYSE-220	sequencing assay	  	  	ERR964276	ERR964276	EGAR00001340424	15975_8.cram	HUMAN_37_RNA_seq_KYSE-220_15975_8.ua.bam	KYSE-220	esophagus	squamous cell carcinoma
KYSE-50	  	  	EGAN00001266154	Homo sapiens	NCBI Taxonomy	9606	KYSE-50	esophagus	squamous cell carcinoma	male	  	1298222	P-MTAB-68143	Extract_KYSE-50	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_KYSE-50	sequencing assay	  	  	ERR975425	ERR975425	EGAR00001342568	16079_3.cram	HUMAN_37_RNA_seq_KYSE-50_16079_3.ua.bam	KYSE-50	esophagus	squamous cell carcinoma
LAMA-84	LAMA_84-sc-2013151	ERS499888	EGAN00001209148	Homo sapiens	NCBI Taxonomy	9606	LAMA-84	hematopoietic system	chronic myelogenous leukemia	female	  	907783	P-MTAB-68143	11005745_ERX636386	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX636386	sequencing assay	ERX636386	EGAX00001240298	ERR691406	ERR691406	EGAR00001265516	13617_8.cram	HUMAN_37_RNA_seq_LAMA-84_13617_8.ua.bam	LAMA-84	hematopoietic system	chronic myelogenous leukemia
LAN-6	  	  	EGAN00001266155	Homo sapiens	NCBI Taxonomy	9606	LAN-6	brain	neuroblastoma	male	bone marrow	949170	P-MTAB-68143	Extract_LAN-6	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_LAN-6	sequencing assay	  	  	ERR975426	ERR975426	EGAR00001342569	16079_4.cram	HUMAN_37_RNA_seq_LAN-6_16079_4.ua.bam	LAN-6	brain	neuroblastoma
LB1047-RCC	LB1047_RCC-sc-2188544	ERS622685	EGAN00001252860	Homo sapiens	NCBI Taxonomy	9606	LB1047-RCC	kidney	clear cell renal carcinoma	female	  	753577	P-MTAB-68143	12974921_ERX989521	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX989521	sequencing assay	ERX989521	EGAX00001302121	ERR910266	ERR910266	EGAR00001330968	15688_2.cram	HUMAN_37_RNA_seq_LB1047-RCC_15688_2.ua.bam	LB1047-RCC	kidney	clear cell renal carcinoma
LB2241-RCC	LB2241_RCC-sc-2188545	ERS622686	EGAN00001252861	Homo sapiens	NCBI Taxonomy	9606	LB2241-RCC	kidney	clear cell renal carcinoma	male	  	753578	P-MTAB-68143	12974922_ERX979545	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979545	sequencing assay	ERX979545	EGAX00001300767	ERR900156	ERR900156	EGAR00001329481	15551_3.cram	HUMAN_37_RNA_seq_LB2241-RCC_15551_3.ua.bam	LB2241-RCC	kidney	clear cell renal carcinoma
LB2518-MEL	LB2518_MEL-sc-2188524	ERS622665	EGAN00001252840	Homo sapiens	NCBI Taxonomy	9606	LB2518-MEL	skin	melanoma	female	  	753579	P-MTAB-68143	12974901_ERX979533	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979533	sequencing assay	ERX979533	EGAX00001300755	ERR900144	ERR900144	EGAR00001329469	15545_6.cram	HUMAN_37_RNA_seq_LB2518-MEL_15545_6.ua.bam	LB2518-MEL	skin	melanoma
LB373-MEL-D	LB373_MEL_D-sc-2188525	ERS622666	EGAN00001252841	Homo sapiens	NCBI Taxonomy	9606	LB373-MEL-D	skin	melanoma	female	  	753581	P-MTAB-68143	12974902_ERX979534	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979534	sequencing assay	ERX979534	EGAX00001300756	ERR900145	ERR900145	EGAR00001329470	15545_7.cram	HUMAN_37_RNA_seq_LB373-MEL-D_15545_7.ua.bam	LB373-MEL-D	skin	melanoma
LB647-SCLC	LB647_SCLC-sc-2152846	ERS570574	EGAN00001236667	Homo sapiens	NCBI Taxonomy	9606	LB647-SCLC	lung	small cell lung carcinoma	male	  	753582	P-MTAB-68143	12202135_ERX704917	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX704917	sequencing assay	ERX704917	EGAX00001270883	ERR760287	ERR760287	EGAR00001297026	14688_8.cram	HUMAN_37_RNA_seq_LB647-SCLC_14688_8.ua.bam	LB647-SCLC	lung	small cell lung carcinoma
LB771-HNC	  	  	EGAN00001266156	Homo sapiens	NCBI Taxonomy	9606	LB771-HNC	mucosa	head and neck squamous cell carcinoma	male	  	753583	P-MTAB-68143	Extract_LB771-HNC	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_LB771-HNC	sequencing assay	  	  	ERR975427	ERR975427	EGAR00001342570	16079_5.cram	HUMAN_37_RNA_seq_LB771-HNC_16079_5.ua.bam	LB771-HNC	mucosa	head and neck squamous cell carcinoma
LB831-BLC	  	  	EGAN00001266157	Homo sapiens	NCBI Taxonomy	9606	LB831-BLC	urinary bladder	bladder carcinoma	male	  	753584	P-MTAB-68143	Extract_LB831-BLC	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	Assay_LB831-BLC	sequencing assay	  	  	ERR975428	ERR975428	EGAR00001342571	16082_1.cram	HUMAN_37_RNA_seq_LB831-BLC_16082_1.ua.bam	LB831-BLC	urinary bladder	bladder carcinoma
LB996-RCC	LB996_RCC-sc-2188546	ERS622687	EGAN00001252862	Homo sapiens	NCBI Taxonomy	9606	LB996-RCC	kidney	clear cell renal carcinoma	male	  	753585	P-MTAB-68143	12974923_ERX979546	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX979546	sequencing assay	ERX979546	EGAX00001300768	ERR900157	ERR900157	EGAR00001329482	15551_4.cram	HUMAN_37_RNA_seq_LB996-RCC_15551_4.ua.bam	LB996-RCC	kidney	clear cell renal carcinoma
LC-1-sq	LC_1_sq-sc-2152847	ERS570575	EGAN00001236668	Homo sapiens	NCBI Taxonomy	9606	LC-1-sq	lung	squamous cell lung carcinoma	male	  	1298223	P-MTAB-68143	12202136_ERX710293	PAIRED	cDNA	TRANSCRIPTOMIC	first strand	RNA-Seq	200	0	P-MTAB-68142	SC	ERX710293	sequencing assay	ERX710293	EGAX00001272263	ERR767020	ERR767020	EGAR00001299707	14725_1.cram	HUMAN_37_RNA_seq_LC-1-sq_14725_1.ua.bam	LC-1-sq	lung	squamous cell lung carcinoma
